[04-11-2015, 11:28:12] Phons Berkemeijer: ‎Phons Berkemeijer heeft deze groep gemaakt
[19-08-2019, 20:03:17] Madeleine: Men zij dat het een hike van 3 uur was.  Uurtje meer.  Conditie van 0,0 maar wel de top gehaald😉. Anth stond er fris en fruitig bij🤪
[19-08-2019, 20:03:21] Anja Berkemeijer: Een hartslag ook omhoog geweest😉
[19-08-2019, 20:03:35] Anja Berkemeijer: En
[19-08-2019, 20:03:47] Madeleine: Dat  wil je niet weten
[19-08-2019, 20:04:03] Anja Berkemeijer: Haha, is héél erg belangrijk hoor!
[19-08-2019, 20:04:19] Madeleine: Hij heeft een goede conditie
[19-08-2019, 20:04:46] Madeleine: Heel belangrijk
[19-08-2019, 20:04:56] Anja Berkemeijer: Ben van de week naar de belleman gelopen, 10 kilometer. 
1.47 uur, blij dat ik met de auto terug kon 😂😂
[19-08-2019, 20:05:25] Anja Berkemeijer: Jij bent goed bezig Madeleine!
[19-08-2019, 20:05:39] Anja Berkemeijer: Skon voor op fb😉
[19-08-2019, 20:08:06] Madeleine: Zo kanjer. Flink de pas er in
[19-08-2019, 20:08:25] Madeleine: Toppie hoor
[19-08-2019, 20:08:39] Madeleine: Fb nee dacht het niet
[19-08-2019, 20:09:54] Anja Berkemeijer: Ja en dan ook nog de 30 dagen challange. 
Geen gram eraf 😭
[19-08-2019, 20:10:04] Anja Berkemeijer: Haha
[19-08-2019, 20:11:02] Madeleine: 😳 hoe is het mogelijk.  Daar wordt je niet vrolijk van.  Vanavond  maar een chocotof  nemen😉
[19-08-2019, 20:13:17] Anja Berkemeijer: Ik spaar voor het kuuroord. 
Blijf daar tot mijn streefgewicht bereikt is. 
Alleen sapjes, geen moeilijk gedoe en vroeg eruit. 
Soort weekend met de tillies, alleen dan op sap
[19-08-2019, 20:14:11] Madeleine: 🤪😂 ik ga mee
[19-08-2019, 20:37:29] Anja Berkemeijer: Gezellig!
Deal
[21-08-2019, 16:44:02] Anja Berkemeijer: En hoe is het daar?
‎[21-08-2019, 16:59:02] Madeleine: ‎afbeelding weggelaten
‎[21-08-2019, 17:00:26] Madeleine: ‎afbeelding weggelaten
‎[21-08-2019, 17:05:20] Anthony van Tilburg: ‎afbeelding weggelaten
‎[21-08-2019, 17:05:20] Anthony van Tilburg: ‎afbeelding weggelaten
[21-08-2019, 17:17:30] Phons Berkemeijer: Leuke foto’s. Plezier straalt er af
[21-08-2019, 17:24:24] Anja Berkemeijer: Mooi zeg!
[21-08-2019, 17:24:39] Anja Berkemeijer: Nog twee dagen te gaan?
[21-08-2019, 18:29:20] Madeleine: Time flyes
[21-08-2019, 19:14:07] Anja Berkemeijer: Nog even genieten dan!
[23-08-2019, 22:41:51] Anja Berkemeijer: En zijn jullie al weer terug op het nest?
[23-08-2019, 23:28:06] Madeleine: Yes home sweet home.  Vannacht thuis gekomen. Vandaag heeft James 👕👖🥼👚 zijn werk weer gedaan en ben ook het weer aan het weg werken.
[23-08-2019, 23:28:43] Madeleine: Vakantie gevoel?
[23-08-2019, 23:29:18] Madeleine: Ehh zijn we weg geweest!!!!🥴😳🤭
[23-08-2019, 23:30:20] Phons Berkemeijer: Laat Ant. gewoon een keertje strijken🥴😜
[23-08-2019, 23:33:12] Anja Berkemeijer: Kijk maar naar de foto's😉
Komt het wel even terug!
‎[23-08-2019, 23:38:54] Anthony van Tilburg: ‎afbeelding weggelaten
[23-08-2019, 23:39:59] Anja Berkemeijer: Kijk!
Was toch een supervakantie!
[23-08-2019, 23:40:05] Anja Berkemeijer: Was...
[23-08-2019, 23:40:29] Anja Berkemeijer: En was🧥👚👕👖👔👗
[23-08-2019, 23:41:16] Madeleine: Beide was😂
[23-08-2019, 23:41:36] Madeleine: Ik sta er weer gekleurd op🥴😱😳😜
[23-08-2019, 23:52:55] Anja Berkemeijer: Stakkertje
[02-09-2019, 19:43:24] Phons Berkemeijer: Hoi mensen, hier hier Frits met 2 data. Ik zou kunnen het weekend van 15 en van 22 november. 
Ik lees het wel of jullie ook kunnen.
[02-09-2019, 21:23:06] Madeleine: Da's mooi Frits🤪. Ik kan beide weekenden.  Dubbel boekten maar😱😬🤓
[02-09-2019, 21:25:15] Phons Berkemeijer: https://www.pinhigh.nl/golfvakanties/spanje/tenerife?gclid=CjwKCAjw-7LrBRB6EiwAhh1yX5HYmnaSthxfuAbrKk9hvwxmjBfLmoqvb8lamODQxPpVkuEV7kc-4hoCxs0QAvD_BwE
[02-09-2019, 21:25:21] Phons Berkemeijer: 😂😂😂
[02-09-2019, 22:19:51] Madeleine: We hadden ook een leuke cottage in Schotland gezien.  Misschien iets voor het voorjaar😜
[02-09-2019, 22:20:32] Madeleine: Ohlala keuze is reuze
[03-09-2019, 12:47:59] Anthony van Tilburg: Voorkeur 15 nov. Ik kan evt ook 22 nov, maar moet dan een lesje verzetten!
[03-09-2019, 18:21:48] Phons Berkemeijer: 15 is prima👍
[03-09-2019, 22:12:16] Madeleine: Voor Anja ook?
[03-09-2019, 23:39:03] Phons Berkemeijer: Ja😂😂
[04-09-2019, 08:41:05] Anja Berkemeijer: 😊
[04-09-2019, 14:02:01] Madeleine: Joepie Mats is geslaagd🎉🎉🎉
[04-09-2019, 14:12:11] Phons Berkemeijer: Oooh wat fijn! Van harte!🎉🎉🎂🎂🍺🍺
[04-09-2019, 17:28:35] Anja Berkemeijer: Yes!!
Wat super fijn!
Ik doe een dansje💃🎉🎊
Feliciteer hem van ons!
[04-09-2019, 18:15:14] Madeleine: Thnx zal het doorgeven
‎[04-09-2019, 18:19:05] Anja Berkemeijer: ‎audio weggelaten
[04-09-2019, 21:53:22] Madeleine: Thank you Evelien
[05-09-2019, 20:20:36] Madeleine: Ik ga opzoek voor het weekend in nov.  Heb maandag mezelf al uit geroosterd🤭
[05-09-2019, 20:21:01] Madeleine: De 18 nov.  Bedoel ik dan🤪
[05-09-2019, 20:28:14] Phons Berkemeijer: 👍
[05-09-2019, 21:27:59] Anja Berkemeijer: Doe ik dat ook
[09-09-2019, 08:23:44] Madeleine: @⁨Anja Berkemeijer⁩ en Phons; mag ik jullie e-mailadressen nog een keer🥴? Stuur ik wat opties door.
[09-09-2019, 08:24:42] Phons Berkemeijer: a.berkemeijer@kpnmail.nl
[09-09-2019, 08:26:25] Phons Berkemeijer: anja64.berkemeijer@kpnmail.nl
[09-09-2019, 12:56:19] Madeleine: 👍🏼
[11-09-2019, 11:06:52] Anja Berkemeijer: Heb alles bekeken, met dat water erom heen is vlak bij jullie hè?
Ziet er leuk uit maar ja in november gaan we toch niet zwemmen 😊

Aerwinkel zou ik zeggen. 
Vrijstaand, en ik las goede reviews.
[11-09-2019, 13:11:03] Madeleine: Prima ga ik daarvoor
[11-09-2019, 13:11:41] Anja Berkemeijer: Weet niet wat de heren daarvan vinden🤔
[11-09-2019, 13:12:55] Madeleine: Denk je dat ze moelijk gaan doen🤭
[11-09-2019, 13:13:18] Anja Berkemeijer: Als er een golfbaan in de buurt is niet
[11-09-2019, 13:13:47] Madeleine: Nou dan komen ze vast aan hun trekken⛳⛳
[11-09-2019, 13:14:01] Anja Berkemeijer: Oké👍
[11-09-2019, 13:19:43] Phons Berkemeijer: Daar vraag je wel.....😜
[11-09-2019, 13:20:01] Phons Berkemeijer: Net op tijd😂😂
[11-09-2019, 13:20:10] Phons Berkemeijer: Ik vind het prima.
[11-09-2019, 14:23:23] Madeleine: Pfff gelukkig nog een goedkeuring😊
[11-09-2019, 14:36:56] Phons Berkemeijer: Is wel verder weg van jullie
[11-09-2019, 14:46:00] Anja Berkemeijer: Dat is ook de bedoeling 😊
[11-09-2019, 14:46:52] Madeleine: We rijden voor niks.  DB BETAALD😂😂
[11-09-2019, 14:48:52] Anja Berkemeijer: Oh dan gaan wij in de sleep erachter hangen
[11-09-2019, 15:09:48] Phons Berkemeijer: De Belleman betaald niks😜
[11-09-2019, 15:33:49] Anja Berkemeijer: Stomme emoticon 😡
[12-09-2019, 13:59:57] Anthony van Tilburg: Prima!
[12-09-2019, 14:00:21] Anthony van Tilburg: Aerwinkel!
[12-09-2019, 14:00:31] Anthony van Tilburg: Nooit van gehoord!
[12-09-2019, 14:01:05] Anthony van Tilburg: Beetje achterstand met m’n mail🤪
[12-09-2019, 14:15:11] Phons Berkemeijer: 😂😂
[13-09-2019, 08:08:38] Madeleine: ‎Dit bericht is verwijderd.
[13-09-2019, 08:11:57] Madeleine: ‎Dit bericht is verwijderd.
[13-09-2019, 10:02:45] Phons Berkemeijer: Oh censuur of verkeerde app😂😂😂😂
[13-09-2019, 20:15:32] Madeleine: 🥴 nee  was onzin aan het uitkramen 😂😂
[13-09-2019, 20:19:41] Madeleine: Moet wel zeggen dat de Vest, Overloon bij Venray, er ook goed uitziet.  Voor een volgend keer misschien.
[13-09-2019, 20:56:02] Madeleine: Landal Aerwinkel in Posterholt, of all  places, 😱 is geboekt.  Voor de liefhebbers het betreft een  accommodatie  6C4. Ik heb geen voorkeur van huisnummer opgegeven. € 22,50 bespaard🤭. Geldt tevens voor de handdoeken en theedoeken.  Ook deze zelf meenemen. 
Tot zover.  @⁨Anja Berkemeijer⁩ @⁨Phons Berkemeijer⁩ ; succes met de expositie.
[14-09-2019, 00:34:27] Phons Berkemeijer: Geweldig geregeld!
Hartelijk dank daarvoor.
[14-09-2019, 00:42:19] Anja Berkemeijer: Posterholt 😂😂😂
Misschien toch even een exelletje maken Ant. 
Kolommen voor de berkies en de tillies, wie wat mee brengt. 
Enne Madeleine 👍
[18-09-2019, 14:12:36] Madeleine: Vinden jullie het gezellig😉 om zondag in Woerden formule 1 te kijken?
[18-09-2019, 14:31:21] Phons Berkemeijer: Ik wel😜
[18-09-2019, 14:59:40] Anja Berkemeijer: Héél gezellig 😊
[18-09-2019, 15:54:31] Anthony van Tilburg: Ooh, wat leuk!
‎[19-09-2019, 20:19:16] Phons Berkemeijer: ‎afbeelding weggelaten
[19-09-2019, 20:20:02] Madeleine: Geweldig wat een toppertje👩🏽‍🎓
[19-09-2019, 20:34:26] Anthony van Tilburg: Deze is heel leuk!
‎[22-09-2019, 12:14:21] Anja Berkemeijer: ‎afbeelding weggelaten
[22-09-2019, 23:12:57] Anja Berkemeijer: Ja ja luitjes , wij zijn weer veilig thuis😊
[22-09-2019, 23:13:35] Madeleine: Da's mooi.  Trusten voor zo😴
[22-09-2019, 23:15:32] Anja Berkemeijer: Jullie ook welterusten, was weer gezellig!
[22-09-2019, 23:16:05] Madeleine: Zekers.  Ondanks mijn kleine onderbreking met het werk
[22-09-2019, 23:17:08] Anja Berkemeijer: Ja maar toen heb ik huiswerk gemaakt😊
En de mannen voorbereidingen voor het eten
[22-09-2019, 23:17:42] Madeleine: Daarom tijd goed benut
[22-09-2019, 23:18:10] Anja Berkemeijer: Ja zo is het
[28-09-2019, 15:33:16] Anja Berkemeijer: Vergeef mij mijn vergeetachtigheid, iets met dieet. 
Gefeliciteerd met jullie dochter. 
25 jaar!
De tijd vliegt.
Gelukkig blijven wij er jong bij😊
[28-09-2019, 17:13:17] Madeleine: Thx. 🤣🤣 tis wat dat dieet.  O nee levensstijl😬.
[28-09-2019, 17:13:55] Anja Berkemeijer: Op de website zie je écht zulke lekkere recepten 😂😂😂
[28-09-2019, 22:32:54] Anja Berkemeijer: Even voor de zekerheid, de race begint morgen om 13.10 uur.
[28-09-2019, 22:35:24] Phons Berkemeijer: Oh
[29-09-2019, 00:15:09] Madeleine: Zal ff de vraag zijn of ik die ga zien.  Mijn pa is vanavond weer opgenomen in het ziekenhuis.  De darmen zijn dit  keer het probleem.   Men dacht aan een verstopping maar ook een tumor is kan mogelijk zijn.  Morgen krijgt hij een scan en dan weten we meer.  Tot zover.  Trusten voor straks of nu
[29-09-2019, 00:17:15] Phons Berkemeijer: Oh jeetje. Je mag/jullie mogen altijd hier komen kijken als je zin hebt. Sterkte met je vader!👊🏻
[29-09-2019, 00:17:38] Madeleine: Thx
[29-09-2019, 00:17:53] Phons Berkemeijer: Wel snelle actie! Morgen al de scan
[29-09-2019, 00:18:14] Anja Berkemeijer: Oh Madeleine, wat erg!
Hoop dat hij niet teveel pijn heeft. 
Zal hij niet blij mee zijn, weer een scan
[29-09-2019, 00:18:36] Anja Berkemeijer: Hoop dat jullie wel hebben kunnen eten?
[29-09-2019, 00:19:19] Anja Berkemeijer: Bel je liever even ?
